ID_CITY;NAME;ID_STATE
22007;Comuna 1;2
22014;Comuna 2;2
22021;Comuna 3;2
22028;Comuna 4;2
22035;Comuna 5;2
22042;Comuna 6;2
22049;Comuna 7;2
22056;Comuna 8;2
22063;Comuna 9;2
22070;Comuna 10;2
22077;Comuna 11;2
22084;Comuna 12;2
22091;Comuna 13;2
22098;Comuna 14;2
22105;Comuna 15;2
60007;Adolfo Alsina;6
60014;Adolfo Gonzales Chaves;6
60021;Alberti;6
60028;Almirante Brown;6
60035;Avellaneda;6
60042;Ayacucho;6
60049;Azul;6
60056;Bahía Blanca;6
60063;Balcarce;6
60070;Baradero;6
60077;Arrecifes;6
60084;Benito Juárez;6
60091;Berazategui;6
60098;Berisso;6
60105;Bolívar;6
60112;Bragado;6
60119;Brandsen;6
60126;Campana;6
60134;Cañuelas;6
60140;Capitán Sarmiento;6
60147;Carlos Casares;6
60154;Carlos Tejedor;6
60161;Carmen de Areco;6
60168;Castelli;6
60175;Colón;6
60182;Coronel de Marina Leonardo Rosales;6
60189;Coronel Dorrego;6
60196;Coronel Pringles;6
60203;Coronel Suárez;6
60210;Chacabuco;6
60218;Chascomús;6
60224;Chivilcoy;6
60231;Daireaux;6
60238;Dolores;6
60245;Ensenada;6
60252;Escobar;6
60260;Esteban Echeverría;6
60266;Exaltación de la Cruz;6
60270;Ezeiza;6
60274;Florencio Varela;6
60277;Florentino Ameghino;6
60280;General Alvarado;6
60287;General Alvear;6
60294;General Arenales;6
60301;General Belgrano;6
60308;General Guido;6
60315;General Juan Madariaga;6
60322;General La Madrid;6
60329;General Las Heras;6
60336;General Lavalle;6
60343;General Paz;6
60351;General Pinto;6
60357;General Pueyrredón;6
60364;General Rodríguez;6
60371;General San Martín;6
60385;General Viamonte;6
60392;General Villegas;6
60399;Guaminí;6
60406;Hipólito Yrigoyen;6
60408;Hurlingham;6
60410;Ituzaingó;6
60412;José C. Paz;6
60413;Junín;6
60420;La Costa;6
60427;La Matanza;6
60434;Lanús;6
60441;La Plata;6
60448;Laprida;6
60455;Las Flores;6
60462;Leandro N. Alem;6
60466;Lezama;6
60469;Lincoln;6
60476;Lobería;6
60483;Lobos;6
60490;Lomas de Zamora;6
60497;Luján;6
60505;Magdalena;6
60511;Maipú;6
60515;Malvinas Argentinas;6
60518;Mar Chiquita;6
60525;Marcos Paz;6
60532;Mercedes;6
60539;Merlo;6
60547;Monte;6
60553;Monte Hermoso;6
60560;Moreno;6
60568;Morón;6
60574;Navarro;6
60581;Necochea;6
60588;9 de Julio;6
60595;Olavarría;6
60602;Patagones;6
60609;Pehuajó;6
60616;Pellegrini;6
60623;Pergamino;6
60630;Pila;6
60638;Pilar;6
60644;Pinamar;6
60648;Presidente Perón;6
60651;Puán;6
60655;Punta Indio;6
60658;Quilmes;6
60665;Ramallo;6
60672;Rauch;6
60679;Rivadavia;6
60686;Rojas;6
60693;Roque Pérez;6
60700;Saavedra;6
60707;Saladillo;6
60714;Salto;6
60721;Salliqueló;6
60728;San Andrés de Giles;6
60735;San Antonio de Areco;6
60742;San Cayetano;6
60749;San Fernando;6
60756;San Isidro;6
60760;San Miguel;6
60763;San Nicolás;6
60770;San Pedro;6
60778;San Vicente;6
60784;Suipacha;6
60791;Tandil;6
60798;Tapalqué;6
60805;Tigre;6
60812;Tordillo;6
60819;Tornquist;6
60826;Trenque Lauquen;6
60833;Tres Arroyos;6
60840;Tres de Febrero;6
60847;Tres Lomas;6
60854;25 de Mayo;6
60861;Vicente López;6
60868;Villa Gesell;6
60875;Villarino;6
60882;Zárate;6
100007;El Rodeo;10
100014;La Puerta;10
100021;Las Juntas;10
100028;Los Varela;10
100035;Ancasti;10
100042;Aconquija;10
100049;Andalgalá;10
100056;Antofagasta de la Sierra;10
100063;Belén;10
100070;Corral Quemado;10
100077;Hualfin;10
100084;Londres;10
100091;Pozo de Piedra;10
100098;Puerta de Corral Quemado;10
100105;Puerta de San José;10
100112;San Fernando;10
100119;Villa Vil;10
100126;Capayán;10
100133;Huillapima;10
100140;San Fernando del Valle de Catamarca;10
100147;El Alto;10
100154;Tapso;10
100161;Fray Mamerto Esquiú;10
100168;Icaño;10
100175;Recreo;10
100182;Paclín;10
100185;Mutquin;10
100189;Pomán;10
100196;Saujil;10
100203;San José;10
100210;Santa María;10
100213;Los Altos;10
100217;Santa Rosa;10
100224;Fiambalá;10
100231;Tinogasta;10
100238;Valle Viejo;10
140007;Embalse;14
140014;La Cruz;14
140021;Los Cóndores;14
140028;Río de los Sauces;14
140035;Santa Rosa de Calamuchita;14
140042;Villa del Dique;14
140049;Villa General Belgrano;14
140056;San Agustín;14
140063;Villa Rumipal;14
140070;Villa Yacanto;14
140077;Córdoba;14
140084;Agua de Oro;14
140091;Colonia Caroya;14
140098;Colonia Tirolesa;14
140102;Estación General Paz;14
140105;Estación Juárez Celman;14
140112;Jesús María;14
140119;La Calera;14
140126;La Granja;14
140133;Malvinas Argentinas;14
140140;Mendiolaza;14
140143;Mi Granja;14
140147;Río Ceballos;14
140154;Saldán;14
140161;Salsipuedes;14
140168;Unquillo;14
140175;Villa Allende;14
140182;Cruz del Eje;14
140185;El Brete;14
140189;San Marcos Sierra;14
140196;Serrezuela;14
140203;Villa de Soto;14
140210;Buchardo;14
140217;Del Campillo;14
140224;Huinca Renancó;14
140231;Italó;14
140238;Jovita;14
140245;Mattaldi;14
140252;Villa Huidobro;14
140259;Villa Valeria;14
140266;Arroyo Algodón;14
140273;Arroyo Cabral;14
140280;Ausonia;14
140287;Chazón;14
140294;Etruria;14
140301;La Laguna;14
140308;La Palestina;14
140315;La Playosa;14
140322;Luca;14
140329;Pasco;14
140336;Silvio Pellico;14
140343;Ticino;14
140350;Tío Pujio;14
140357;Villa María;14
140364;Villa Nueva;14
140371;Deán Funes;14
140378;Quilino;14
140385;Alejandro Roca;14
140392;Bengolea;14
140399;Carnerillo;14
140406;Charras;14
140413;General Cabrera;14
140420;General Deheza;14
140427;Huanchilla;14
140434;La Carlota;14
140441;Los Cisnes;14
140448;Olaeta;14
140455;Reducción;14
140462;Santa Eufemia;14
140469;Ucacha;14
140476;Alejo Ledesma;14
140483;Arias;14
140490;Camilo Aldao;14
140497;Capitán General Bernardo O'Higgins;14
140504;Cavanagh;14
140511;Colonia Italiana;14
140518;Corral de Bustos Ifflinger;14
140525;Cruz Alta;14
140532;General Baldissera;14
140539;General Roca;14
140546;Guatimozín;14
140553;Inriville;14
140560;Isla Verde;14
140567;Leones;14
140574;Los Surgentes;14
140581;Marcos Juárez;14
140588;Monte Buey;14
140595;Saira;14
140602;San Carlos Minas;14
140609;Salsacate;14
140616;General Levalle;14
140623;La Cesira;14
140630;Laboulaye;14
140637;Melo;14
140644;Rosales;14
140651;Serrano;14
140658;Villa Rossi;14
140665;Bialet Massé;14
140672;Capilla del Monte;14
140679;Cosquín;14
140686;Huerta Grande;14
140693;La Cumbre;14
140700;La Falda;14
140707;Los Cocos;14
140710;San Antonio de Arredondo;14
140714;San Esteban;14
140721;Santa María de Punilla;14
140728;Tanti;14
140735;Valle Hermoso;14
140742;Villa Carlos Paz;14
140749;Villa Giardino;14
140752;Villa Río Icho Cruz;14
140754;Villa Santa Cruz del Lago;14
140756;Achiras;14
140763;Adelia María;14
140770;Alcira;14
140777;Alpa Corral;14
140784;Berrotarán;14
140791;Bulnes;14
140798;Chaján;14
140805;Coronel Baigorria;14
140812;Coronel Moldes;14
140819;Elena;14
140826;La Cautiva;14
140833;Las Acequias;14
140840;Las Higueras;14
140847;Las Vertientes;14
140854;Monte de los Gauchos;14
140861;Río Cuarto;14
140868;Sampacho;14
140875;San Basilio;14
140882;Santa Catalina Holmberg;14
140889;Tosquita;14
140896;Vicuña Mackenna;14
140903;La Para;14
140910;La Puerta;14
140917;Montecristo;14
140924;Obispo Trejo;14
140931;Piquillín;14
140938;Río Primero;14
140945;Villa Santa Rosa;14
140952;Villa Fontana;14
140959;Sebastián Elcano;14
140966;Villa de María;14
140973;Calchín;14
140980;Calchín Oeste;14
140987;Capilla del Carmen;14
140994;Carrilobo;14
141001;Colazo;14
141008;Costa Sacate;14
141015;Laguna Larga;14
141022;Las Junturas;14
141029;Luque;14
141036;Manfredi;14
141043;Matorrales;14
141050;Oncativo;14
141057;Pilar;14
141064;Pozo del Molle;14
141071;Río Segundo;14
141078;Santiago Temple;14
141085;Villa del Rosario;14
141092;Mina Clavero;14
141099;Nono;14
141106;San Pedro;14
141113;Villa Cura Brochero;14
141120;Villa Sarmiento;14
141127;La Paz;14
141130;Las Tapias;14
141132;Los Cerrillos;14
141134;San Javier y Yacanto;14
141141;San José;14
141148;Villa de las Rosas;14
141155;Villa Dolores;14
141162;Alicia;14
141169;Altos de Chipión;14
141176;Arroyito;14
141183;Balnearia;14
141190;Brinkmann;14
141197;Colonia Marina;14
141204;Colonia Prosperidad;14
141211;Colonia San Bartolomé;14
141218;Colonia Vignaud;14
141225;Devoto;14
141232;El Arañado;14
141239;El Fortín;14
141246;El Tío;14
141253;Freyre;14
141260;La Francia;14
141267;La Paquita;14
141274;La Tordilla;14
141281;Las Varas;14
141288;Las Varillas;14
141295;Marull;14
141302;Miramar de Ansenuza;14
141309;Morteros;14
141316;Porteña;14
141323;Quebracho Herrado;14
141330;Sacanta;14
141337;San Francisco;14
141344;Saturnino María Laspiur;14
141351;Seeber;14
141358;Tránsito;14
141365;Villa Concepción del Tío;14
141372;Alta Gracia;14
141375;Anisacate;14
141377;Bouwer;14
141379;Despeñaderos;14
141386;Lozada;14
141393;Malagueño;14
141400;Monte Ralo;14
141407;Toledo;14
141410;Villa Parque Santa Ana;14
141414;San Francisco del Chañar;14
141421;Almafuerte;14
141428;Colonia Almada;14
141435;Corralito;14
141442;Dalmacio Vélez;14
141449;Hernando;14
141456;James Craik;14
141463;Las Perdices;14
141470;Los Zorros;14
141477;Oliva;14
141484;Pampayasta Sud;14
141491;Río Tercero;14
141498;Tancacha;14
141505;Villa Ascasubi;14
141512;Cañada de Luque;14
141519;Las Peñas;14
141526;Sarmiento;14
141533;Sinsacate;14
141540;Villa del Totoral;14
141547;Las Arrias;14
141554;Lucio Victorio Mansilla;14
141561;San José de la Dormida;14
141568;San José de las Salinas;14
141575;San Pedro Norte;14
141582;Villa Tulumba;14
141589;Alto Alegre;14
141596;Ballesteros;14
141603;Ballesteros Sud;14
141610;Bell Ville;14
141617;Benjamín Gould;14
141624;Canals;14
141631;Chilibroste;14
141638;Cintra;14
141645;Colonia Bismarck;14
141652;Idiazábal;14
141659;Justiniano Posse;14
141666;Laborde;14
141673;Monte Leña;14
141680;Monte Maíz;14
141687;Morrison;14
141694;Noetinger;14
141701;Ordóñez;14
141708;Pascanas;14
141715;Pueblo Italiano;14
141722;San Antonio de Litín;14
141729;San Marcos Sud;14
141736;Viamonte;14
141743;Wenceslao Escalante;14
142007;Amboy;14
142014;Parque Calmayo;14
142021;Cañada del Sauce;14
142028;Las Bajadas;14
142035;Las Caleras;14
142042;Los Molinos;14
142049;Los Reartes;14
142056;Lutti;14
142063;San Ignacio;14
142070;Segunda Usina;14
142077;Villa Amancay;14
142084;Villa Ciudad Parque Los Reartes;14
142091;Villa Quillinzo;14
142098;Colonia Vicente Agüero;14
142105;El Manzano;14
142126;Villa Cerro Azul;14
142133;Alto de los Quebrachos;14
142140;Bañado de Soto;14
142147;Cruz de Caña;14
142161;Guanaco Muerto;14
142168;La Batea;14
142175;La Higuera;14
142182;Las Cañadas;14
142189;Las Playas;14
142196;Los Chañaritos;14
142203;Media Naranja;14
142210;Paso Viejo;14
142217;Tuclame;14
142224;Nicolás Bruzzone;14
142231;Onagoity;14
142238;Pincén;14
142245;Ranqueles;14
142252;Villa Sarmiento;14
142259;Avellaneda;14
142266;Cañada de Río Pinto;14
142273;Chuña;14
142280;Copacabana;14
142287;Los Pozos;14
142294;Olivares de San Nicolás;14
142301;Villa Gutiérrez;14
142308;Assunta;14
142315;El Rastreador;14
142322;Pacheco de Melo;14
142329;Paso del Durazno;14
142336;Colonia Barge;14
142343;Saladillo;14
142350;Villa Elisa;14
142357;Ciénaga del Coro;14
142364;El Chacho;14
142371;Estancia de Guadalupe;14
142378;Guasapampa;14
142385;La Playa;14
142392;Talaini;14
142399;Tosno;14
142406;Chancani;14
142413;Las Palmas;14
142420;Los Talares;14
142427;San Gerónimo;14
142434;Tala Cañada;14
142441;Villa de Pocho;14
142448;Leguizamón;14
142455;Río Bamba;14
142462;San Joaquín;14
142469;Cabalango;14
142476;Casa Grande;14
142483;Charbonier;14
142490;Cuesta Blanca;14
142497;Estancia Vieja;14
142504;Mayu Sumaj;14
142518;San Roque;14
142525;Tala Huasi;14
142532;Villa Parque Síquiman;14
142553;Chucul;14
142560;La Carolina El Potosí;14
142567;Las Albahacas;14
142574;Las Peñas Sud;14
142581;Malena;14
142588;Suco;14
142595;Villa El Chacay;14
142602;Washington;14
142609;Atahona;14
142616;Cañada de Machado;14
142623;Capilla de los Remedios;14
142630;Chalacea;14
142637;Colonia Las Cuatro Esquinas;14
142644;Comechingones;14
142651;Diego de Rojas;14
142658;El Crispín;14
142665;Esquina;14
142672;Kilómetro 658;14
142679;La Posta;14
142686;La Quinta;14
142693;Las Gramillas;14
142700;Las Saladas;14
142707;Maquinista Gallini;14
142714;Plaza de Mercedes;14
142721;Sagrada Familia;14
142728;Tinoco;14
142735;Cerro Colorado;14
142742;Chañar Viejo;14
142749;Eufrasio Loza;14
142756;Gutemberg;14
142763;La Rinconada;14
142770;Los Hoyos;14
142777;Puesto de Castro;14
142784;Rayo Cortado;14
142791;Santa Elena;14
142798;Villa Candelaria Norte;14
142805;Colonia Videla;14
142812;Impira;14
142819;Los Chañaritos;14
142826;Rincón;14
142833;Ambul;14
142840;Arroyo de los Patos;14
142847;Las Calles;14
142854;Las Rabonas;14
142861;Panaholma;14
142868;San Lorenzo;14
142875;San Vicente;14
142882;Sauce Arriba;14
142889;Conlara;14
142896;La Población;14
142917;Los Hornillos;14
142924;Luyaba;14
142931;Colonia Anita;14
142938;Colonia Iturraspe;14
142945;Colonia Las Pichanas;14
142952;Colonia San Pedro;14
142959;Colonia Valtelina;14
142966;Plaza Luxardo;14
142973;Toro Pujio;14
142980;Villa San Esteban;14
143001;Dique Chico;14
143008;Falda del Carmen;14
143015;La Cumbrecita;14
143022;La Paisanita;14
143029;La Rancherita;14
143036;La Serranita;14
143043;Los Cedros;14
143050;Potrero de Garay;14
143057;Rafael García;14
143064;San Clemente;14
143071;Valle de Anisacate;14
143078;Villa Ciudad de América;14
143085;Villa del Prado;14
143092;Villa La Bolsa;14
143099;Villa Los Aromos;14
143113;Villa San Isidro;14
143120;Caminiaga;14
143127;Chuña Huasi;14
143134;Pozo Nuevo;14
143141;General Fotheringham;14
143148;Las Isletillas;14
143155;Pampayasta Norte;14
143162;Punta del Agua;14
143169;Candelaria Sud;14
143176;Capilla de Sitón;14
143183;La Pampa;14
143190;Los Mistoles;14
143197;Simbolar;14
143204;Churqui Cañada;14
143211;El Rodeo;14
143218;Rosario del Saladillo;14
143225;Aldea Santa María;14
143232;Ana Zumarán;14
143239;Colonia Bremen;14
143246;Villa Los Patos;14
180007;Bella Vista;18
180010;Tres de Abril;18
180014;San Antonio de Itatí;18
180021;Corrientes;18
180028;Riachuelo;18
180035;Colonia Santa Rosa;18
180042;Concepción del Yaguareté Corá;18
180049;Tabay;18
180056;Tatacuá;18
180059;Cazadores Correntinos;18
180063;Curuzú Cuatiá;18
180070;Perugorría;18
180073;El Sombrero;18
180077;Empedrado;18
180084;Esquina;18
180091;Pueblo Libertador;18
180098;Alvear;18
180105;Estación Torrent;18
180112;Caá Catí;18
180119;Itá Ibaté;18
180126;Lomas de Vallejos;18
180133;Palmar Grande;18
180137;Carolina;18
180140;Goya;18
180143;San Isidro;18
180147;Itatí;18
180154;Ramada Paso;18
180161;Colonia Liebig;18
180168;Ituzaingó;18
180175;San Antonio Isla Apipé Grande;18
180182;San Carlos;18
180186;Villa Olivari;18
180188;Cecilio Echavarría;18
180189;Cruz de los Milagros;18
180196;Gobernador Martínez;18
180203;Lavalle;18
180210;Santa Lucía;18
180217;Yatay Ti Calle;18
180224;Mburucuyá;18
180231;Felipe Yofré;18
180238;Mariano I. Loza;18
180245;Mercedes;18
180252;Colonia Libertad;18
180259;Juan Pujol;18
180266;Mocoretá;18
180273;Monte Caseros;18
180280;Bonpland;18
180287;Parada Pucheta;18
180294;Paso de los Libres;18
180301;Tapebicuá;18
180308;Saladas;18
180315;San Lorenzo;18
180318;Pago de los Deseos;18
180322;Paso de la Patria;18
180329;San Cosme;18
180336;Santa Ana de los Guácaras;18
180343;Herlitzka;18
180350;San Luis del Palmar;18
180357;Colonia Carlos Pellegrini;18
180364;Guaviraví;18
180371;La Cruz;18
180378;Yapeyú;18
180385;Loreto;18
180392;San Miguel;18
180399;9 de Julio;18
180406;Pedro R. Fernández;18
180413;Chavarría;18
180417;Colonia Pando;18
180420;San Roque;18
180427;Garruchos;18
180434;Gobernador Virasoro;18
180441;Garaví;18
180448;Santo Tomé;18
180455;Sauce;18
220007;Concepción del Bermejo;22
220014;Los Frentones;22
220021;Pampa del Infierno;22
220028;Taco Pozo;22
220035;General Vedia;22
220042;Isla del Cerrito;22
220049;La Leonesa;22
220056;Las Palmas;22
220063;Puerto Bermejo;22
220070;Puerto Eva Perón;22
220077;Presidencia Roque Sáenz Peña;22
220084;Charata;22
220091;Gancedo;22
220098;General Capdevila;22
220105;General Pinedo;22
220112;Hermoso Campo;22
220119;Chorotis;22
220126;Santa Sylvina;22
220133;Corzuela;22
220140;La Escondida;22
220147;Lapachito;22
220154;La Verde;22
220161;Makallé;22
220168;El Sauzalito;22
220175;Fuerte Esperanza;22
220182;Juan José Castelli;22
220189;Miraflores;22
220196;Misión Nueva Pompeya;22
220203;Villa Río Bermejito;22
220210;Avia Terai;22
220217;Campo Largo;22
220224;Napenay;22
220231;Colonia Popular;22
220238;Laguna Blanca;22
220245;Puerto Tirol;22
220252;Ciervo Petiso;22
220259;General San Martín;22
220266;La Eduvigis;22
220273;Laguna Limpia;22
220280;Pampa Almirón;22
220287;Pampa del Indio;22
220294;Presidencia Roca;22
220301;Tres Isletas;22
220308;Coronel Du Graty;22
220315;Enrique Urién;22
220322;Villa Ángela;22
220329;Las Breñas;22
220336;La Clotilde;22
220343;La Tigra;22
220350;San Bernardo;22
220357;Presidencia de la Plaza;22
220364;Colonia Benítez;22
220371;Margarita Belén;22
220378;Quitilipi;22
220385;Barranqueras;22
220392;Basail;22
220399;Fontana;22
220406;Puerto Vilelas;22
220413;Resistencia;22
220420;Samuhú;22
220427;Villa Berthet;22
220434;Capitán Solari;22
220441;Colonia Elisa;22
220448;Colonias Unidas;22
220455;Las Garcitas;22
220462;Cote Lai;22
220469;Charadai;22
220476;Machagai;22
260007;Puerto Madryn;26
260014;Cholila;26
260021;El Hoyo;26
260028;El Maitén;26
260035;Epuyén;26
260042;Lago Puelo;26
260049;Comodoro Rivadavia;26
260056;Rada Tilly;26
260063;Camarones;26
260070;Corcovado;26
260077;Esquel;26
260084;Trevelin;26
260091;Dolavon;26
260098;Gaiman;26
260105;Tecka;26
260112;Rawson;26
260119;Trelew;26
260126;Alto Río Senguer;26
260133;Río Mayo;26
260140;Sarmiento;26
260147;Gobernador Costa;26
260154;José de San Martín;26
260161;Río Pico;26
265007;Gualjaina;26
265014;28 de Julio;26
265021;Paso de Indios;26
265028;Puerto Pirámides;26
268014;Cushamen;26
268021;Cerro Centinela;26
268028;Dique Florentino Ameghino;26
268035;Gastre;26
268042;Lagunita Salada;26
268049;Aldea Epulef;26
268056;Carrenleufú;26
268063;Colan Conhue;26
268070;Paso del Sapo;26
268077;Las Plumas;26
268084;Los Altares;26
268091;Aldea Beleiro;26
268098;Doctor Ricardo Rojas;26
268105;Facundo;26
268112;Lago Blanco;26
268119;Buen Pasto;26
268126;Gan Gan;26
268133;Telsen;26
268147;Dr. Atilio Oscar Viglione;26
300007;Colón;30
300014;San José;30
300021;Ubajay;30
300028;Villa Elisa;30
300035;Colonia Ayuí;30
300042;Concordia;30
300049;Estancia Grande;30
300056;La Criolla;30
300063;Los Charrúas;30
300070;Puerto Yeruá;30
300077;Aldea Valle María;30
300084;Diamante;30
300091;General Ramírez;30
300098;Villa Libertador San Martín;30
300105;Chajarí;30
300112;Federación;30
300115;Los Conquistadores;30
300119;San Jaime de la Frontera;30
300126;Santa Ana;30
300133;Villa del Rosario;30
300140;Conscripto Bernardi;30
300147;Federal;30
300154;Sauce de Luna;30
300161;San José de Feliciano;30
300168;General Galarza;30
300175;Gualeguay;30
300182;Aldea San Antonio;30
300184;Enrique Carbó;30
300185;Gilbert;30
300189;San José de Gualeguaychú;30
300196;Larroque;30
300199;Pueblo General Belgrano;30
300203;Urdinarrain;30
300210;Ceibas;30
300217;Ibicuy;30
300224;Villa Paranacito;30
300231;Alcaraz;30
300238;Bovril;30
300245;La Paz;30
300252;Piedras Blancas;30
300255;San Gustavo;30
300259;Santa Elena;30
300266;Villa Aranguren;30
300273;Villa Sabá Z. Hernández;30
300280;Lucas González;30
300287;Nogoyá;30
300294;Cerrito;30
300297;Colonia Avellaneda;30
300301;Crespo;30
300308;Hasenkamp;30
300315;Hernandarias;30
300322;María Grande;30
300329;Oro Verde;30
300336;Paraná;30
300343;San Benito;30
300350;Seguí;30
300357;Tabossi;30
300364;Viale;30
300371;Villa Urquiza;30
300378;General Campos;30
300385;San Salvador;30
300392;Gobernador Mansilla;30
300399;Maciá;30
300406;Rosario del Tala;30
300413;Basavilbaso;30
300420;Caseros;30
300423;Colonia Elía;30
300427;Concepción del Uruguay;30
300434;Herrera;30
300437;1º de Mayo;30
300441;Pronunciamiento;30
300448;San Justo;30
300455;Santa Anita;30
300462;Villa Mantero;30
300469;Victoria;30
300476;Villa Clara;30
300483;Villa Domínguez;30
300490;Villaguay;30
302007;Arroyo Barú;30
302035;La Clarita;30
302042;Pueblo Cazes;30
302077;General Roca;30
302084;Nueva Escocia;30
302091;Pedernal;30
302112;Aldea Protestante;30
302126;Aldea Spatzenkutter;30
302133;Colonia Ensayo;30
302161;Gobernador Racedo;30
302175;Las Cuevas;30
302287;El Cimarrón;30
302308;Nueva Vizcaya;30
302376;San Víctor;30
302383;Aldea Asunción;30
302411;Distrito Sexto;30
302453;Aldea San Juan;30
302512;Estación Parera;30
302526;Irazusta;30
302596;Colonia Avigdor;30
302638;El Solar;30
302666;Ombú;30
302780;Don Cristóbal II;30
302787;Febre;30
302808;XX de Septiembre;30
302836;Aldea Santa María;30
302843;Aldea Santa Rosa;30
302899;Colonia Crespo;30
302927;El Palenque;30
302941;Estación Sosa;30
302948;Gobernador Etchevehere;30
302955;La Picada;30
302962;Las Garzas;30
302976;Paraje Las Tunas;30
302999;Puerto Curtiembre;30
303020;Sauce Montrull;30
303027;Sauce Pinto;30
303034;Tezanos Pinto;30
303041;Villa Fontana;30
303091;Durazno;30
303098;Gobernador Echagüe;30
303112;Gobernador Sola;30
303119;Guardamonte;30
303154;Comuna Tala;30
303161;Las Moscas;30
303168;Líbaros;30
303175;Rocamora;30
303182;San Cipriano;30
303189;San Marcial;30
303196;Antelo;30
303245;Rincón de Nogoyá;30
303252;Rincón del Doll;30
303273;Ingeniero Sajaroff;30
303280;Jubileo;30
303329;Paso de La Laguna;30
309005;San Miguel;30
309007;Colonia San Anselmo y Aledañas;30
309010;Hambis;30
309015;Hocker;30
309030;Pueblo Liebig;30
309035;Clodomiro Ledesma;30
309045;El Redomón;30
309050;Estación Yeruá;30
309055;Estación Yuquerí;30
309070;San Justo;30
309075;Aldea Brasilera;30
309080;Aldea Grapschental;30
309090;Aldea Salto;30
309105;Costa Grande;30
309110;Estación Camps;30
309120;General Alvear;30
309125;Isletas;30
309135;Colonia Alemana;30
309140;Colonia La Argentina;30
309143;Colonia Santa María y Las Margaritas;30
309145;Colonia Tunas;30
309150;Gualeguaycito;30
309155;La Florida;30
309160;La Fraternidad y Santa Juana;30
309165;Paraje Guayaquil;30
309175;San Pedro;30
309180;San Ramón;30
309185;San Roque;30
309190;Arroyo del Medio;30
309192;Arroyo Las Tunas;30
309193;Banderas;30
309195;Distrito Diego López;30
309205;El Gramiyal;30
309210;Loma Limpia;30
309220;Paso Duarte;30
309225;Santa Lucía;30
309230;Distrito Chañar;30
309235;La Esmeralda;30
309240;La Hierra;30
309245;La Verbena;30
309250;Laguna Benítez;30
309255;Las Mulitas;30
309260;Mulas Grandes;30
309275;Distrito Cuarto;30
309280;Distrito Primero;30
309285;Distrito Quinto;30
309295;Estación Lazo;30
309300;González Calderón;30
309305;Monte Redondo;30
309310;Punta del Monte;30
309325;Costa San Antonio;30
309330;Costa Uruguay Norte;30
309335;Costa Uruguay Sur;30
309340;Cuchilla Redonda;30
309345;Distrito Talitas;30
309355;Estación Escriña;30
309365;General Almada;30
309375;Las Mercedes;30
309380;Pastor Britos;30
309385;Perdices;30
309395;Rincón del Cinto;30
309400;Rincón del Gato;30
309405;Médanos;30
309410;Ñancay;30
309415;Alcaraz Norte;30
309420;Alcaraz Sur;30
309430;Colonia Carrasco;30
309435;Colonia Oficial N° 13;30
309440;Colonia Oficial Nº 3 y 14;30
309445;Colonia Viraró;30
309450;El Quebracho;30
309460;Estaquitas;30
309465;La Providencia;30
309470;Las Toscas;30
309480;Picada Berón;30
309485;Puerto Algarrobo;30
309495;San Ramírez;30
309497;Saucecito;30
309500;Sir Leonard;30
309505;Yacaré;30
309510;Yeso Oeste;30
309515;Aldea San Miguel;30
309520;Betbeder;30
309525;Crucesitas Octava;30
309530;Crucesitas Séptima;30
309535;Crucesitas Tercera;30
309540;Distrito Chiqueros;30
309543;Distrito Sauce;30
309545;Don Cristóbal I;30
309560;Justo José de Urquiza;30
309565;Laurencena;30
309575;Aldea Eigenfeld;30
309580;Maria Luisa;30
309585;Aldea San Antonio;30
309590;Aldea San Rafael;30
309605;Antonio Tomás;30
309610;Arroyo Burgos;30
309615;Arroyo Corralito;30
309620;Arroyo Maturrango;30
309625;Arroyo Palo Seco;30
309635;Colonia Celina;30
309650;Colonia Merou;30
